Vals,Colour
13.430702828131025,red
13.886538593119585,red
13.638240240351478,Red
13.678824541633192,Green
13.44859959552515,BLUE
13.365042834763748,Red
13.006286110632601,red
13.643386742125967,Purpal
13.263635023159581,Red
13.9149214250129,Purpal
13.035997791337243,red
13.998271452104,Green
13.435130172727765,red
13.721295405153283,BLUE
13.489682993823875,RED
13.264486625466592,Green
13.58128699429189,BLUE
13.556073971172752,Blue
14.10063249967278,RED
13.549618808472749,RED
13.462584754823101,Green
13.58566382683318,BLUE
13.6026126153991,Purpal
13.81914983806282,Red
13.48525314238935,Green
13.667165959308272,Purpal
13.691614922909426,Purple
13.15473315054045,Red
13.26604347929598,Red
13.18422283240165,Green
13.292153213036599,Purple
13.414894053033913,Red
14.00182419134321,RED
13.442350922359747,BLUE
13.465961470891274,green
13.303414075195085,green
13.6654863291347,RED
13.653973836259256,Red
13.655217272558241,red
13.6441827462889,RED
13.858419574957423,green
13.457443675915293,BLUE
13.822997395744794,Green
13.166781893235848,Purpal
13.745255327411062,BLUE
13.192123295213733,RED
13.034875600866541,Red
13.52757486798369,Purple
13.365168140906487,RED
13.152945284491421,Purple
13.460034238870866,Blue
13.27647722586827,Blue
14.04678261870553,BLUE
13.553790216073977,Green
13.141122823462936,BLUE
13.600959188226488,RED
13.394409743121983,red
13.567713015229967,Green
13.454070929324132,Purple
13.171889104593813,Purpal
13.16441217982593,Blue
13.365432023836874,RED
13.427256944289341,Red
13.711738884529058,green
13.807103316338533,Red
13.467288842570788,RED
13.732883940541787,Purple
13.613723540652792,Blue
13.339972162938657,RED
13.265352164387586,Red
13.42863725756625,Purple
13.668076322711815,Purpal
13.9125693844351,RED
13.33374640854423,Green
13.45277675305733,Purple
13.286561792215502,Blue
13.789763590960552,Green
13.236030974212385,red
13.767510245759272,green
13.015937858432421,Purpal
14.112815971022458,Red
13.633063301869336,RED
13.789065307515914,Blue
13.254750633571186,Green
13.608697439189407,RED
13.749277467638167,red
14.068225680314324,green
13.641084488827715,red
13.486786174211333,green
13.124508519018354,Blue
13.790889594786504,Red
13.318800674015952,Purpal
13.578800260068513,green
14.256609287496983,BLUE
13.278967133773235,Purpal
13.566830453534887,Purple
13.912084797490081,Purpal
13.385402866097244,Blue
13.838348848142768,Red
13.42597988327041,red
13.058343228432113,green
13.453745426755626,Green
12.845123397468086,Blue
13.701911855105589,Red
13.467201544484847,BLUE
13.532337181165548,green
13.197526132716802,RED
13.621479521294038,green
13.401051997596324,Blue
13.541328187113656,RED
13.46449746419372,Purpal
13.294753017220925,green
13.666641463729828,Red
13.129599935463074,Purpal
13.601696351606683,Purple
13.80838924482401,RED
13.958211523596912,red
13.133136997204497,BLUE
13.412047645489249,green
13.611795959563316,green
13.53858620324825,Red
13.223701990034698,Blue
13.621060357506877,Red
13.71212138569718,Red
13.336034148692546,Purple
13.340400833686514,Green
13.46806656936642,Purpal
13.708811100677477,red
13.574790026166155,RED
13.62354384352132,Blue
13.695042332330693,red
13.34125525927143,green
13.797905881733092,red
13.558184478515107,Blue
13.631581014997637,Green
13.900338019607904,Purple
13.178055923389166,Purple
13.81522568768023,green
13.29964286669586,Blue
13.06640218002461,red
13.604698285842557,RED
13.791138065059188,red
13.266819307193232,Green
13.381857720029595,Purple
13.472448126249544,Blue
13.145886426625072,BLUE
13.584990235425845,Blue
13.390783996689043,Blue
13.207390676539448,Purple
13.44462829531529,RED
14.186223186357319,Red
13.39226870723177,red
13.421797455115976,Purple
13.668949998235941,Purple
13.666738888798766,RED
13.337949092087381,Blue
13.171533325501926,green
13.602859785353082,RED
13.234319559321022,Red
13.577559713894015,Purpal
13.383258134181787,Green
13.224509751043484,red
12.974388377025368,red
13.672485922152237,Purple
13.504679169782226,Blue
13.053544028546916,Purple
13.738747619179696,Red
13.320969009805074,red
13.599201707364041,RED
13.750300499397932,Green
13.748022447132084,Purpal
13.647264539282433,BLUE
13.071972447023062,red
13.60752664073931,Purpal
13.761544546669569,Purple
13.389574935684574,red
13.90408828009633,Blue
13.485129254789898,red
13.54041303964345,Green
13.576148686112068,BLUE
13.81389809391235,RED
13.2710250582061,Green
13.135818674300335,BLUE
13.355037254201965,Purpal
13.465004178321068,green
13.719877623736032,Purpal
13.752937651502414,BLUE
13.977619388535226,red
13.29759586019722,BLUE
13.482646861814926,green
13.625740855950288,BLUE
13.645833046493548,Green
13.500807248935446,RED
13.96418412405468,BLUE
13.24231485780671,BLUE
13.453782018819927,Blue
13.477340805311323,green
13.300986815180211,RED
13.546886154418421,BLUE
13.531436807711076,Purpal
13.574811692492185,BLUE
13.531418746275008,RED
13.443313476277971,RED
12.874236067261495,red
13.039597036486863,green
13.25354285991733,green
13.341545932757814,Blue
13.121677796855173,red
13.336859430450223,RED
13.156142564803165,green
13.48400681254198,Purpal
13.144082834702192,green
13.59631078816488,Blue
13.637822720295377,Red
13.668365499883998,Green
13.77032099733859,Red
13.182763975729168,Blue
13.348714816791981,green
13.529840135664761,Red
13.334262919858703,Red
13.35888866421665,red
13.904775244964724,RED
13.9454404746449,Green
14.021792159067066,BLUE
13.265707315568162,RED
13.816399846881431,BLUE
13.605224649317531,green
13.639134458739313,Purple
13.70639956139782,RED
13.790905552524138,BLUE
13.64217021222731,BLUE
13.585617184147718,Purpal
13.52852557430016,Green
13.104873422350575,red
13.71340801977375,BLUE
13.616577060207683,Green
13.797628878252972,Purpal
13.4086815661802,Purple
13.658715487656662,Blue
13.208118494929166,Green
13.1952158027256,Blue
13.011044709399724,red
13.672695465395536,BLUE
13.446938815755343,Purple
13.43639579420732,Purpal
13.542787676525627,Purple
13.644984466778074,Purpal
13.22240492997322,BLUE
13.17976422157803,red
13.249685249482718,Red
13.843460222815675,Red
13.090504768972696,Green
13.447976043342858,red
13.925112048475041,BLUE
13.442153228435957,Purple
13.399745288471667,Blue
13.37595540868109,Red
13.226802597559601,Purple
13.21604992036425,Red
13.289413066676013,red
13.64326720038899,BLUE
13.84149777692968,RED
13.165524245726331,Purple
13.43388623430449,BLUE
13.240194015992211,RED
13.544494571798372,BLUE
13.474419953150096,Purpal
13.585823587677584,RED
13.376564100489329,Purpal
13.509982803688618,Purple
13.574372480793387,green
13.888155045003916,Purple
13.238559425559408,Purple
13.705413757131388,Green
13.533560242796831,Blue
13.401508075746543,red
12.980259046517533,red
13.672268499197127,RED
13.658116499326187,BLUE
13.602986286479311,Green
13.152748314428212,Green
13.40150327201548,BLUE
13.488931451739695,Green
13.303020955385248,BLUE
13.285200109595237,BLUE
13.926249414025994,Blue
13.57606142493209,Purple
13.653811057753522,Green
13.63669032862232,red
13.52652281317654,Red
13.45105536656097,BLUE
13.33286727685026,BLUE
13.378361591195288,RED
13.541589773821629,Blue
13.688201036151593,RED
13.43549574922619,red
13.023982051221537,Purple
13.70408971866895,RED
13.47676528800109,BLUE
13.427621517180867,Blue
13.429868860973742,BLUE
13.530527817218113,RED
13.395095186983097,Blue
13.458517503674924,Purpal
13.569518041413713,Purpal
13.165716691360213,BLUE
13.63612659106378,Red
13.403854607125328,Red
13.841172065580952,Purple
13.70078651540799,red
12.949749451045713,BLUE
13.581216770384577,Purpal
13.151551741936177,red
13.66464595405235,Red
13.217028382525555,Red
14.477406491796363,BLUE
13.397781292102468,green
13.514644981656472,Purple
13.597473243705664,Purple
13.414577125134567,RED
13.140461862532245,BLUE
13.586287837621808,Red
13.080251499095595,green
13.826423118286037,RED
13.475075028516737,green
13.336165610298566,BLUE
13.910846787861897,RED
13.443644063110285,red
13.531231425872011,Purple
13.423926092342934,Red
13.317063951982238,BLUE
13.489051498617673,Purpal
13.665225950409965,BLUE
13.323376263792804,Purple
13.70227846794358,BLUE
13.247278120762775,Red
13.06610211247736,Green
13.440291540461666,Red
13.459609998573514,Red
13.722512135912818,BLUE
13.34154238238466,green
13.721687216315585,BLUE
13.063788537709529,Green
13.793708599802217,Purpal
13.313766872232271,Green
13.781183822985534,BLUE
13.614481793144481,Purple
13.622335515633837,Purpal
13.985076787063167,Purple
13.652496091772542,green
13.781343368475344,Purpal
13.898747636394159,Green
13.327761232782858,Purpal
13.585283484305003,Purple
13.339720459076106,RED
13.316378411663064,Blue
13.500200803698081,RED
13.79510033778006,green
13.842500821801284,green
13.334697069656275,Purpal
13.691150603168351,green
13.674425439406786,Purpal
13.151561263312944,green
13.081732115472615,BLUE
13.351984595727117,red
13.55445376131344,Purple
13.462283929958463,Purpal
13.387276155863853,Purpal
13.877874654713862,Purpal
13.722384622987633,Blue
13.54199864677817,Purple
13.490452261002493,Red
13.31830129318015,green
13.625255139523716,Purple
13.65305727848139,Blue
13.399158578682696,Purple
13.521546750542887,BLUE
13.318154751111986,Blue
13.219445843484806,Blue
13.505346146188744,Green
14.088834065609768,Green
13.387963420072184,Green
13.440912018280073,Purple
13.625318664769173,Green
13.3223247643454,Green
13.43922238463612,Purpal
13.553318381989223,RED
13.539197610827258,Green
13.767880362603808,Red
13.772919584608585,Blue
13.850302395741005,Purple
13.142025919475322,BLUE
13.452339999782244,Blue
13.329503343542976,BLUE
13.709612957270064,Red
13.620167919133603,BLUE
13.247730402401934,BLUE
13.359417724296317,red
13.128445714040031,red
13.235589870741311,RED
13.329973936580563,RED
13.423891104033899,red
13.186710823552053,Blue
12.69134519945031,Blue
13.207546879688402,Purple
13.08123059428692,green
13.5895304415138,red
13.514810815397963,Green
13.329713012981562,Purple
13.392369474565814,Blue
13.93768932884682,red
13.020371405382643,RED
13.711184615786656,Purpal
13.660969208905546,green
13.272718272010342,Purpal
13.741663213854884,BLUE
13.735805390506156,green
13.484746657095978,red
13.25411321463126,red
13.684656275478065,RED
13.594282286493072,red
13.342644652994907,Red
13.207051058496924,Red
13.768495695387063,Green
13.15107266162845,Blue
13.716122104580325,RED
13.667917279112833,RED
13.79916206793283,Blue
13.306256720675064,RED
13.861750306791833,red
13.506776860613907,RED
13.337447403924564,Red
12.999465038815266,BLUE
13.342787252578562,Blue
13.428207475407571,RED
13.343403741778967,Red
13.141508864165368,BLUE
13.795406909601863,BLUE
13.457880023283536,red
13.610502416195254,red
13.872017326374331,red
13.523209982162312,BLUE
13.75295300160152,Purpal
13.572293043212351,red
13.306738020179114,Purpal
13.487371666253325,RED
13.739824562028483,green
12.977105552832679,red
12.944802538933864,Green
13.660864191966268,Purpal
13.437329098650387,Green
13.558833225336028,Green
13.843507338267635,red
13.091478043624238,Blue
13.854273399662757,RED
13.388900363268748,Blue
13.622737613747217,Blue
13.37456095958769,Purpal
13.953484018183147,RED
13.443249419528488,Purple
13.573642144513177,Purple
13.498850957233878,Purple
13.873146705922236,Red
13.959816209315429,Purple
13.526920797965482,RED
13.700795339600068,red
13.333085775750484,RED
13.406851705568232,red
12.973774997524735,Green
13.427120677226272,BLUE
13.443413191082863,red
12.929802638552288,Purple
13.44157241240319,green
13.613834272308144,RED
13.496535661776743,Green
13.632026557527561,BLUE
13.602508296994138,Purpal
13.189026917041841,RED
12.96282434624414,RED
13.394231154223815,Purpal
13.765173301225226,Purple
13.408872578364668,RED
13.143165265749736,green
13.643115779946528,green
13.707504388189683,red
13.544563144467709,green
13.332478020302103,Blue
13.540680838924656,Red
13.856339454677931,Red
13.50602167312196,BLUE
13.577833039082548,Purpal
13.575450039204577,Purpal
13.451069120944931,BLUE
13.55818658262139,RED
13.546913616867623,Red
13.540605431152103,BLUE
13.07564305657177,Purple
13.526781286359531,red
13.650156635403245,green
13.813392844140581,Red
13.574906364062569,green
13.194018499598087,BLUE
13.950822093769868,Blue
13.305906429513251,green
13.500074422757483,red
13.340447303349902,green
13.617506596854726,BLUE
13.239226067952248,BLUE
13.611991368536918,BLUE
13.385621023656423,green
13.216052538838598,BLUE
13.361002539700827,green
13.527971265897441,Green
13.487770697369493,Green
13.394954509892622,Green
13.89539619740251,Red
13.160432309697666,Red
13.526604539314766,Purpal
13.236225972062978,Purple
13.375626151805319,BLUE
13.814982002401917,BLUE
13.391896319027775,Purple
14.076913151712638,Red
13.62657425798254,Green
13.792026472294372,BLUE
13.350153913720882,Red
13.838917026415057,Green
13.151622349737634,BLUE
12.954444009633315,Purpal
13.2634992157951,Red
13.392980753170221,Blue
13.754209936729607,Green
13.268009061163884,Red
13.874125452969883,green
13.67295976287677,BLUE
13.86624270506424,Blue
13.536534829791824,BLUE
13.545522607270804,Red
13.352000913011139,green
13.735064190984886,BLUE
13.67937931655093,Green
13.887824160196874,Purple
13.544962221844038,Blue
13.474855610394705,Green
13.222966155581824,Green
13.914890504770506,Purpal
13.159985746585992,Green
13.939539998772321,Red
13.391868538580558,green
13.93451641944199,Purple
13.586076212709624,green
13.471868850789485,green
13.175928421049771,Green
13.466602645717451,Green
13.80856715188358,red
13.863872916428908,green
13.877384660095431,RED
13.178229141314737,green
14.164637049534434,red
13.42161892796729,RED
13.768498408232673,RED
13.340718151838416,Blue
13.329985604293218,red
13.427532261008059,Red
13.277144156949162,Red
13.955710401608307,Red
13.751478616266872,Purple
13.388303815006555,Purpal
13.385547741615287,red
13.225425571715288,Green
13.313890335345501,green
13.66728993716602,red
13.577733269109863,red
13.514392268162549,Purpal
13.802540843826381,Red
13.565822033752825,Blue
13.471012525439782,Green
13.752817465202531,Red
13.700451203604146,Purpal
13.757480104461736,Blue
12.976148375824586,Blue
13.739361998501362,Red
13.533996087814502,Red
13.413048791456924,BLUE
13.58062215760969,Purpal
13.370046468655541,Green
13.78992203686087,green
13.722435427989308,Red
13.76324257082914,Green
13.494615463422118,BLUE
13.506637290741761,red
13.401634851140652,green
13.503386177283371,green
13.335710474542182,Red
13.8637853076606,Blue
13.31253446758911,BLUE
13.566158891095028,Green
13.176867086552436,Red
13.603632389290666,green
13.304439224568984,Red
13.976457847100114,Red
13.18065671445737,Red
13.916211515141363,Purpal
13.758119033903261,green
13.008109056126107,Purple
13.42507732909514,Red
13.594681363535095,green
13.437870813813345,Purpal
13.70849877070179,BLUE
13.179631924468696,Purpal
13.794759136764677,Green
13.31557746093914,green
13.428537610529334,RED
13.61157563824719,Purple
13.542363269553561,RED
13.872758181922405,RED
13.466932779308983,red
13.184003157815405,Purple
13.478531244575139,BLUE
13.298115376521936,Red
13.409561148187144,green
13.584965527831297,Red
13.44728187301451,RED
13.977810440894931,BLUE
13.245631765242091,Blue
13.239705245215132,Green
13.353405543984914,red
13.204310943900493,green
13.976322306816685,BLUE
13.589385315084708,Green
13.264306620767094,RED
13.61204560763201,BLUE
13.586667469174088,Blue
13.822846192563425,Purpal
13.616039124812472,Blue
13.431700361947102,BLUE
13.331916572881628,Blue
13.775703284717527,green
13.608397168081863,Purple
13.278999375263351,Purple
13.162482420567691,Purpal
12.988090258074239,RED
13.582999350822866,Purple
13.394778144482101,BLUE
13.474968887059585,BLUE
13.38850257527771,RED
13.34093141420945,BLUE
13.928511570781431,BLUE
13.158595991923645,Green
13.496361610921587,Blue
13.409331718079723,green
13.569420376425386,Purple
13.248122860028521,red
13.570485926187204,BLUE
13.513176307388123,Blue
13.543230567964084,Blue
13.21074958878973,Purpal
13.699986748307504,RED
13.76771629628759,BLUE
13.82388924349074,Red
14.06577860356064,RED
13.18069360598839,Purple
13.88145578891132,Purple
13.544202196954625,Purple
13.351618474066205,Purple
13.396994296750023,red
13.333688410713014,red
13.85754196872384,red
13.039497117583801,Red
13.690411343311501,BLUE
13.494500395979241,RED
13.535810812054748,Purpal
13.908394304495265,Blue
13.25424670905957,red
13.397765302967528,Green
13.412649617592695,Green
13.507326091928941,Purpal
13.857591650516035,Blue
13.406573347211408,Blue
13.48441335212567,Red
13.282037237682175,Purple
13.042878432814387,BLUE
13.803410993646068,Purple
13.680304219087306,RED
13.772688499493671,Purple
13.314555101904684,RED
13.215295667699845,red
13.543907922170191,BLUE
12.715936299339187,Purple
13.15157989769565,RED
13.341190176508273,Purple
13.545681848826758,BLUE
13.35258088208711,green
13.152385344726179,green
13.175589835818081,Green
13.473131357493597,Green
13.908803189482007,Blue
13.408358364620875,red
13.535589583179803,Blue
13.140549753041538,Blue
13.311026843192602,Purpal
13.40402329972046,RED
13.674098253765509,red
13.523132637896861,RED
13.660730663427887,Purpal
13.263413330697858,Purple
13.392871012112282,red
13.50662507743704,Red
13.536928095514573,red
13.525991216750396,Blue
13.456934099324721,Blue
13.525636187115303,green
12.960289922912561,Green
13.21845506323232,red
13.66805623060454,Green
13.800637064125648,Red
13.527862973480765,green
13.632236967143264,Purple
13.545666827464217,BLUE
13.397428344608926,Green
13.42584597116087,Green
13.563936843929056,Red
13.160293484878822,RED
13.4964350813767,Red
13.400235915847687,Purple
13.726823462734612,green
14.240130998300927,Red
13.355271967810546,Green
13.888682364883076,Purple
13.13188307265679,Purpal
13.604784105055333,BLUE
13.427116286435296,Red
13.54074446624465,RED
13.909804473463722,BLUE
13.532614115655571,Purple
13.348213439832916,RED
12.98780887056566,Purpal
13.35227008108027,Purple
13.357688945982701,red
13.768497045259946,Red
13.37131704056668,Purple
13.51834655913402,Green
13.985446606321982,Red
13.799129308858289,RED
13.329828950313336,Green
13.203425792790414,red
13.597482028705664,Blue
13.48176541973802,Purple
13.405256452056068,Blue
13.275767090047615,Green
13.512189064617723,Green
13.191450971676486,Blue
13.834132429214538,Purpal
13.413537840439204,Purpal
13.620769255945493,BLUE
13.705465559333202,green
13.685813722511465,red
13.207494428763933,RED
13.712020367908115,RED
13.458328437012596,Red
13.449515570621512,Blue
13.257676255566117,RED
13.617801119161811,Blue
13.104951091723013,Purpal
13.024407983081468,RED
13.301036924073866,RED
13.809053024720365,Purple
13.330691967418427,Red
13.121293241591894,Green
13.35372114947583,RED
13.495563717864444,Green
13.477876350127603,Green
13.463394673368892,BLUE
13.358043403100181,BLUE
14.093236831224384,green
12.794107617055095,Green
13.75143095197365,red
13.096800813773867,RED
13.18069383438638,Purpal
13.091043983881926,Blue
13.379347147916325,Blue
13.203695268629546,green
13.946562236994427,green
13.541062260886688,Green
13.573656848758348,RED
13.873763254939115,Blue
13.50080645206139,Green
13.821799243449707,red
13.232228029480737,Purple
13.799470879747657,red
14.013544760020883,green
13.58193755593824,Purpal
13.526059288368774,Red
13.248803549593356,Purple
13.657086238634832,Green
13.342201782069327,Red
13.112981793057361,RED
13.026431356786298,BLUE
13.30180294123276,Red
13.704723578761306,Purpal
13.571197033678277,Red
13.82157047582859,Purpal
13.843099678932425,RED
13.404968765225739,BLUE
13.2260804773889,Blue
13.254920014920257,Green
13.443870327586546,BLUE
13.62722713652162,BLUE
13.423379014376706,Blue
13.920105737654941,green
13.178310875175734,RED
13.327739957473527,Purpal
13.329264296849732,red
13.333906891100285,Purple
13.417292478934428,red
13.637507084419706,Blue
13.464771179557868,Red
13.339320478877526,Blue
13.159722578273822,RED
13.353515052112021,Blue
13.375281577202766,Green
13.12472316569226,RED
13.453404682684633,Purple
13.512689973928092,Purpal
13.78558367707482,Green
13.690403689719785,Purple
13.447455681636938,green
13.134829439308765,Red
13.827890471350391,red
13.457902125832877,Blue
13.133089362412223,RED
13.726342829198753,Blue
13.622230081131284,red
13.858147736089089,Red
13.83619519679066,Purpal
13.640984813388437,Purple
13.710158421947882,Red
13.301508188521495,RED
13.991845062931318,Blue
13.281192085442173,Green
13.094199887988251,green
13.299136976938882,RED
13.405129218205155,Red
13.00369026856804,Blue
13.950682882612124,green
13.789249477345761,red
13.151124190490435,Blue
13.911393486073613,Purple
13.463839895204497,Blue
13.500993519395306,Purple
13.576690207207747,Blue
13.859176095420943,Purple
13.883954546892326,BLUE
13.62694899198356,BLUE
13.55761855662438,green
13.104455542440783,Red
13.419009077655051,red
13.320285448452981,Red
13.538470696206069,green
13.216242545216026,green
13.228407984459345,Purpal
13.716356435736164,Purple
13.632675340711378,Red
13.864602129759346,Red
13.515306594970916,Purpal
13.744506105538285,BLUE
13.462191194449303,BLUE
13.311354395855241,BLUE
13.602420875502876,Purple
13.71212692174986,Blue
13.593377639733612,red
13.362615578202378,red
13.701454191587757,RED
13.162179859472665,Green
13.883377110236859,Purple
13.590113359312143,BLUE
13.847892106106011,green
13.113122203571451,BLUE
13.671758795459263,Blue
13.613168836223035,Blue
13.494954351925571,Purple
13.052129601799196,BLUE
13.432686944953488,Green
13.630869262280384,Green
13.336948937164264,red
13.729509145736782,green
13.254642155633245,green
13.691382878181368,Purpal
13.406717427574296,RED
12.991216198234747,Blue
13.476893162618134,Blue
13.611909672844767,Purpal
13.155912802575915,red
13.614458356204508,BLUE
13.031806638901317,RED
13.680908113652876,BLUE
13.444150803530947,Purple
13.49550220977354,Purpal
13.511663523907293,green
13.196711653782504,Purpal
13.803299319431383,Green
14.004630493420458,BLUE
13.552258089480654,red
13.370084427068343,Green
13.659911387617942,BLUE
13.249538202706748,Red
13.260109965923387,Blue
13.655588873115466,Red
13.377531862351073,Purpal
12.979051048619052,BLUE
13.900573783545073,Purple
13.715232647843102,BLUE
13.36352073719694,Blue
13.464378896543866,red
13.646412730396527,green
13.56283172538884,Blue
13.332819779906234,Purpal
13.948374294380713,Green
13.37257071558875,green
13.35197960503373,Purpal
12.927517963120763,Green
14.110824135433052,Red
